"FP0.6","TP0.6","FN0.6","TN0.6","FP0.7","TP0.7","FN0.7","TN0.7","FP0.8","TP0.8","FN0.8","TN0.8","FP0.9","TP0.9","FN0.9","TN0.9","FP0.62","TP0.62","FN0.62","TN0.62","FP0.72","TP0.72","FN0.72","TN0.72","FP0.82","TP0.82","FN0.82","TN0.82","FP0.92","TP0.92","FN0.92","TN0.92","FP0.63","TP0.63","FN0.63","TN0.63","FP0.73","TP0.73","FN0.73","TN0.73","FP0.83","TP0.83","FN0.83","TN0.83","FP0.93","TP0.93","FN0.93","TN0.93","FP0.64","TP0.64","FN0.64","TN0.64","FP0.74","TP0.74","FN0.74","TN0.74","FP0.84","TP0.84","FN0.84","TN0.84","FP0.94","TP0.94","FN0.94","TN0.94","S1","S2","S3","S4"
0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,1,4,995,0,1,4,995,0,1,4,995,0,1,4,995,0.72377838133687,0.794757216479476,0.780735684017313,0.828722121784875
0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,1,3,2,994,1,3,2,994,0,3,2,995,0,3,2,995,1,3,2,994,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,2,3,995,0,1,4,995,0,1,4,995,0.730630917920768,0.733816999220397,0.748587040055444,0.497711018024702
0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0.813643612379086,0.768615185028351,0.746637056000878,0.715144443388241
0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,1,4,995,0,1,4,995,0,1,4,995,0,1,4,995,0.688765346082465,0.75810709924889,0.766373194760394,0.87341638139322
0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,4,1,995,0,4,1,995,0,4,1,995,0,4,1,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,2,3,995,0,2,3,995,0,1,4,995,0,1,4,995,0.701295129274511,0.722096286831901,0.73100141132993,0.576015508469427
0,3,2,995,0,3,2,995,0,2,3,995,0,2,3,995,1,3,2,994,1,3,2,994,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,2,3,995,0,1,4,995,0,1,4,995,0,1,4,995,0,1,4,995,0.677157806714446,0.758030944234339,0.76519746215206,0.855782884646055
0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,1,4,995,0,1,4,995,0,1,4,995,0,1,4,995,0.759457601864504,0.743986429473605,0.754769896679646,0.790953790722473
2,2,3,993,2,2,3,993,1,2,3,994,1,2,3,994,1,2,3,994,1,2,3,994,1,2,3,994,1,2,3,994,1,2,3,994,1,2,3,994,1,2,3,994,1,2,3,994,0,1,4,995,0,1,4,995,0,1,4,995,0,1,4,995,0.627740452668297,0.697756700529678,0.692367247985294,0.720039895535741
0,3,2,995,0,3,2,995,0,3,2,995,0,2,3,995,1,3,2,994,1,3,2,994,1,3,2,994,1,3,2,994,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0.765115091823915,0.749170021845333,0.778072548292019,0.737714973255226
0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,4,1,995,0,4,1,995,0,4,1,995,0,4,1,995,0,4,1,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,2,3,995,0,1,4,995,0.722262328509973,0.717942579275,0.743065054829276,0.613861655449041
1,2,3,994,1,2,3,994,1,2,3,994,0,2,3,995,1,2,3,994,1,2,3,994,1,2,3,994,1,2,3,994,1,2,3,994,1,2,3,994,1,2,3,994,1,2,3,994,0,1,4,995,0,1,4,995,0,1,4,995,0,1,4,995,0.708918742960758,0.738892136866867,0.74265945640317,0.792344518907021
0,3,2,995,0,3,2,995,0,3,2,995,0,2,3,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,2,3,995,0,1,4,995,0,1,4,995,0,1,4,995,0,1,4,995,0.65977226632145,0.732280643218496,0.725475088899713,0.877505156401975
0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0.720896078543932,0.766529844162274,0.756782530576283,0.695397786898424
0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,2,3,995,0,2,3,995,0,2,3,995,0,1,4,995,0.758358743555122,0.752584649934546,0.740486092502021,0.73140348082964
0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0.72669795521865,0.759017949398587,0.75280857669346,0.52799827407671
0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,1,2,3,994,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,1,4,995,0,1,4,995,0,1,4,995,0.759569727980592,0.756530812540869,0.828609792659778,0.717944793702371
0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0.699400471717557,0.730489605534809,0.743516043271869,0.665883222580115
1,2,3,994,1,2,3,994,0,2,3,995,0,2,3,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,1,4,995,0,1,4,995,0,1,4,995,0,1,4,995,0.654687277659436,0.778358924853091,0.784747573265429,0.762816863998827
0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,1,4,995,0.746886071166664,0.783155754605117,0.802306060127961,0.654735780943699
0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,1,4,995,0,1,4,995,0,1,4,995,0,1,4,995,0.697406859833201,0.715692707291803,0.728600314804347,0.675943881495589
0,4,1,995,0,4,1,995,0,4,1,995,0,4,1,995,0,4,1,995,0,4,1,995,0,4,1,995,0,4,1,995,0,4,1,995,0,4,1,995,0,4,1,995,0,4,1,995,0,2,3,995,0,2,3,995,0,2,3,995,0,1,4,995,0.689707959797345,0.70610693130667,0.683689285791619,0.64759784055033
0,1,4,995,0,1,4,995,0,1,4,995,0,1,4,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,3,2,995,0,1,4,995,0,1,4,995,0,1,4,995,0,1,4,995,0.8204624467453,0.704849330627863,0.748975324189026,0.877230235628282
1,2,3,994,1,2,3,994,0,2,3,995,0,2,3,995,1,2,3,994,1,2,3,994,1,2,3,994,0,2,3,995,1,2,3,994,1,2,3,994,0,2,3,995,0,2,3,995,0,2,3,995,0,2,3,995,0,1,4,995,0,1,4,995,0.76950669120142,0.765616519808766,0.751956787819331,0.632659794902716
