"FP0.6","TP0.6","FN0.6","TN0.6","FP0.7","TP0.7","FN0.7","TN0.7","FP0.8","TP0.8","FN0.8","TN0.8","FP0.9","TP0.9","FN0.9","TN0.9","FP0.62","TP0.62","FN0.62","TN0.62","FP0.72","TP0.72","FN0.72","TN0.72","FP0.82","TP0.82","FN0.82","TN0.82","FP0.92","TP0.92","FN0.92","TN0.92","FP0.63","TP0.63","FN0.63","TN0.63","FP0.73","TP0.73","FN0.73","TN0.73","FP0.83","TP0.83","FN0.83","TN0.83","FP0.93","TP0.93","FN0.93","TN0.93","FP0.64","TP0.64","FN0.64","TN0.64","FP0.74","TP0.74","FN0.74","TN0.74","FP0.84","TP0.84","FN0.84","TN0.84","FP0.94","TP0.94","FN0.94","TN0.94","FP0.65","TP0.65","FN0.65","TN0.65","FP0.75","TP0.75","FN0.75","TN0.75","FP0.85","TP0.85","FN0.85","TN0.85","FP0.95","TP0.95","FN0.95","TN0.95","S1","S2","S3","S4","S5"
1,5,0,74,1,5,0,74,1,5,0,74,0,5,0,75,0,5,0,75,0,5,0,75,0,5,0,75,0,5,0,75,72,5,0,3,72,5,0,3,71,5,0,4,71,5,0,4,0,5,0,75,0,5,0,75,0,5,0,75,0,5,0,75,32,4,1,43,32,4,1,43,20,4,1,55,2,3,2,73,0.379333753736201,0.67961336211809,0.775277828050076,0.659740196902229,0.443782882621247
3,4,1,72,2,4,1,73,1,4,1,74,0,4,1,75,2,4,1,73,1,4,1,74,1,4,1,74,1,4,1,74,1,4,1,74,1,4,1,74,1,4,1,74,1,4,1,74,0,5,0,75,0,5,0,75,0,5,0,75,0,5,0,75,17,4,1,58,15,3,2,60,5,3,2,70,1,3,2,74,0.360987219395724,0.68065572968008,0.812190082849196,0.652993967250063,0.505956042739248
0,2,3,75,0,2,3,75,0,2,3,75,0,1,4,75,2,4,1,73,2,4,1,73,1,4,1,74,0,4,1,75,4,3,2,71,3,3,2,72,1,3,2,74,1,3,2,74,0,5,0,75,0,5,0,75,0,5,0,75,0,5,0,75,55,4,1,20,43,4,1,32,36,4,1,39,34,4,1,41,0.611624687184293,0.656773237082497,0.78761303863607,0.654466357863053,0.451234609884083
1,2,3,74,1,2,3,74,0,2,3,75,0,2,3,75,0,4,1,75,0,4,1,75,0,4,1,75,0,4,1,75,3,4,1,72,2,4,1,73,0,4,1,75,0,4,1,75,0,5,0,75,0,5,0,75,0,5,0,75,0,5,0,75,26,4,1,49,21,4,1,54,12,3,2,63,2,3,2,73,0.422378841933039,0.661185299076819,0.732627166527529,0.642650050625011,0.408736194689706
0,3,2,75,0,3,2,75,0,3,2,75,0,3,2,75,1,5,0,74,0,5,0,75,0,5,0,75,0,4,1,75,73,5,0,2,73,5,0,2,73,5,0,2,73,5,0,2,1,5,0,74,1,5,0,74,0,5,0,75,0,5,0,75,63,3,2,12,56,3,2,19,47,3,2,28,42,3,2,33,0.410725660086055,0.697792916375612,0.77396251475667,0.637911910249005,0.366652013429932
0,1,4,75,0,1,4,75,0,1,4,75,0,1,4,75,2,5,0,73,2,5,0,73,1,5,0,74,1,5,0,74,4,4,1,71,4,4,1,71,4,4,1,71,3,4,1,72,2,5,0,73,1,5,0,74,0,5,0,75,0,5,0,75,52,4,1,23,42,4,1,33,38,4,1,37,33,3,2,42,0.515684248251988,0.604970486717366,0.687499660926395,0.626940618951768,0.369694342048764
4,4,1,71,3,4,1,72,0,4,1,75,0,4,1,75,0,5,0,75,0,4,1,75,0,4,1,75,0,4,1,75,73,5,0,2,73,5,0,2,73,5,0,2,73,5,0,2,0,5,0,75,0,5,0,75,0,5,0,75,0,5,0,75,43,5,0,32,38,5,0,37,31,4,1,44,21,4,1,54,0.274805344306747,0.671724966274402,0.753098829074188,0.652243103972998,0.405427143685822
3,4,1,72,2,4,1,73,0,4,1,75,0,4,1,75,1,4,1,74,1,4,1,74,1,4,1,74,1,4,1,74,74,5,0,1,74,5,0,1,74,5,0,1,74,5,0,1,1,5,0,74,0,5,0,75,0,5,0,75,0,5,0,75,66,4,1,9,60,4,1,15,48,3,2,27,43,3,2,32,0.338836680958716,0.684273313188598,0.858677350326045,0.651593476278474,0.372147434057067
7,4,1,68,2,4,1,73,1,4,1,74,0,4,1,75,1,4,1,74,1,4,1,74,1,4,1,74,1,4,1,74,1,4,1,74,1,4,1,74,1,4,1,74,1,4,1,74,0,5,0,75,0,5,0,75,0,5,0,75,0,5,0,75,30,4,1,45,23,4,1,52,18,4,1,57,4,4,1,71,0.34381585400703,0.654004026698405,0.748802078070722,0.645249866579447,0.419728089386804
1,3,2,74,1,3,2,74,0,3,2,75,0,3,2,75,2,4,1,73,2,4,1,73,0,4,1,75,0,4,1,75,4,4,1,71,3,4,1,72,2,4,1,73,1,4,1,74,0,5,0,75,0,5,0,75,0,5,0,75,0,5,0,75,28,3,2,47,23,3,2,52,16,3,2,59,1,3,2,74,0.308429826722509,0.698741876296874,0.789842327965467,0.67190691719545,0.380505944850768
